id_commande;id_produit;quantite;entrepot;date_retour;motif
O021929;P00400;3;Lyon;17/04/2024;Mauvais article
O006336;P00163;5;Marseille;14/02/2024;Pas comme decrit
O041545;P00823;2;Paris;24/06/2024;Mauvais article
O018652;P00840;2;Lyon;11/05/2024;Pas comme decrit
O024899;P00833;3;Marseille;15/04/2024;Pas comme decrit
O037227;P00441;7;Lyon;21/11/2024;Pas comme decrit
O048335;P00785;1;Paris;18/04/2024;Mauvais article
O027620;P00742;5;Lyon;24/10/2024;Mauvais article
O015756;P00382;3;Lyon;23/06/2024;Le client a change d'avis
O032988;P00274;4;Lyon;15/08/2024;Le client a change d'avis
O044742;P00113;5;Marseille;01/08/2024;Mauvais article
O000011;P00919;3;Lyon;22/08/2024;Pas comme decrit
O020829;P00147;5;Lyon;12/01/2025;Endommage
O020599;P00987;6;Lyon;21/08/2024;Pas comme decrit
O004290;P00763;5;Lyon;23/09/2024;Endommage
O021741;P00331;5;Paris;22/10/2024;Le client a change d'avis
O019319;P00914;4;Marseille;23/08/2024;Pas comme decrit
O013572;P00564;4;Paris;29/06/2024;Mauvais article
O035340;P00118;4;Paris;17/06/2024;Mauvais article
O039480;P00125;4;Lyon;10/12/2024;Pas comme decrit
O048963;P00670;2;Marseille;29/05/2024;Pas comme decrit
O023703;P00848;5;Lyon;11/09/2024;Mauvais article
O034705;P00686;3;Paris;03/07/2024;Pas comme decrit
O003399;P00039;3;Lyon;26/03/2024;Le client a change d'avis
O021251;P00290;6;Paris;02/02/2025;Endommage
O025816;P00189;2;Lyon;18/12/2024;Le client a change d'avis
O010428;P00922;5;Paris;04/08/2024;Pas comme decrit
O016049;P00858;2;Paris;19/01/2025;Mauvais article
O000510;P00181;5;Lyon;17/04/2024;Le client a change d'avis
O028874;P00192;2;Lyon;01/06/2024;Pas comme decrit
O005528;P00646;7;Paris;09/11/2024;Pas comme decrit
O009223;P00391;1;Lyon;10/10/2024;Endommage
O032998;P00086;6;Paris;19/12/2024;Pas comme decrit
O007185;P00506;5;Marseille;10/09/2024;Le client a change d'avis
O044384;P00900;9;Paris;01/06/2024;Mauvais article
O022951;P00226;7;Paris;04/01/2025;Pas comme decrit
O037686;P00486;8;Marseille;15/09/2024;Mauvais article
O020179;P00577;8;Marseille;11/01/2025;Le client a change d'avis
O006070;P00569;8;Paris;24/06/2024;Pas comme decrit
O001336;P00817;7;Marseille;30/01/2024;Endommage
O017651;P00277;5;Marseille;15/02/2024;Le client a change d'avis
O035085;P00354;3;Marseille;28/10/2024;Mauvais article
O025655;P00409;6;Marseille;22/02/2024;Mauvais article
O048388;P00304;7;Paris;19/06/2024;Mauvais article
O031042;P00678;4;Paris;27/12/2024;Le client a change d'avis
O015561;P00171;7;Marseille;28/09/2024;Endommage
O004811;P00757;9;Lyon;17/07/2024;Mauvais article
O027695;P00336;2;Marseille;26/12/2024;Le client a change d'avis
O046399;P00215;6;Marseille;04/11/2024;Mauvais article
O045345;P00609;2;Lyon;09/08/2024;Endommage
O036918;P00853;2;Lyon;29/09/2024;Endommage
O027905;P00551;7;Paris;08/04/2024;Le client a change d'avis
O017740;P00278;8;Paris;14/05/2024;Pas comme decrit
O043282;P00099;4;Marseille;20/08/2024;Le client a change d'avis
O014307;P00881;7;Marseille;23/08/2024;Mauvais article
O049563;P00019;1;Paris;21/07/2024;Pas comme decrit
O034310;P00860;6;Marseille;19/09/2024;Endommage
O049599;P00493;9;Paris;20/01/2025;Le client a change d'avis
O037627;P00851;4;Paris;23/04/2024;Endommage
O005407;P00666;9;Paris;30/01/2024;Pas comme decrit
O022627;P00180;6;Lyon;12/07/2024;Pas comme decrit
O036773;P00720;6;Paris;11/04/2024;Le client a change d'avis
O027562;P00746;5;Paris;14/02/2024;Le client a change d'avis
O026674;P00177;9;Marseille;03/03/2024;Pas comme decrit
O030237;P00481;4;Lyon;08/02/2024;Endommage
O031284;P00915;5;Paris;15/11/2024;Mauvais article
O046508;P00011;8;Lyon;23/02/2024;Le client a change d'avis
O007483;P00574;4;Marseille;27/02/2024;Le client a change d'avis
O042612;P00672;7;Lyon;08/09/2024;Le client a change d'avis
O016007;P00426;9;Marseille;28/07/2024;Mauvais article
O003217;P00426;6;Marseille;18/12/2024;Pas comme decrit
O014982;P00772;2;Paris;29/07/2024;Le client a change d'avis
O042091;P00334;5;Paris;06/03/2024;Pas comme decrit
O008015;P00193;7;Marseille;07/02/2025;Mauvais article
O032850;P00085;9;Paris;24/07/2024;Endommage
O001794;P00872;1;Marseille;25/01/2025;Pas comme decrit
O030789;P00940;8;Lyon;13/01/2025;Mauvais article
O024686;P00042;8;Marseille;29/07/2024;Mauvais article
O029036;P00209;6;Marseille;23/06/2024;Le client a change d'avis
O022299;P00795;2;Marseille;19/06/2024;Pas comme decrit
O028285;P00721;3;Paris;11/08/2024;Pas comme decrit
O045694;P00771;7;Paris;24/04/2024;Endommage
O028411;P00643;4;Lyon;28/05/2024;Endommage
O043078;P00192;2;Paris;01/11/2024;Mauvais article
O004162;P00433;1;Paris;05/04/2024;Mauvais article
O011083;P00782;6;Marseille;18/05/2024;Endommage
O037320;P00676;6;Lyon;18/03/2024;Mauvais article
O013114;P00465;5;Lyon;31/12/2024;Mauvais article
O029390;P00205;9;Lyon;13/07/2024;Mauvais article
O038958;P00512;5;Marseille;23/07/2024;Le client a change d'avis
O033068;P00114;8;Marseille;19/12/2024;Mauvais article
O008057;P00608;3;Marseille;13/04/2024;Endommage
O008172;P00526;8;Marseille;16/08/2024;Mauvais article
O018182;P00836;2;Paris;02/07/2024;Mauvais article
O008549;P00489;4;Lyon;15/08/2024;Endommage
O029310;P00207;3;Lyon;11/01/2025;Le client a change d'avis
O047644;P00957;9;Marseille;22/03/2024;Le client a change d'avis
O035395;P00289;6;Paris;30/12/2024;Mauvais article
O035423;P00741;6;Lyon;16/02/2024;Endommage
O032691;P00967;9;Marseille;07/06/2024;Endommage
O047596;P00312;7;Lyon;26/02/2024;Pas comme decrit
O013384;P00682;9;Marseille;19/12/2024;Pas comme decrit
O025255;P00059;6;Paris;24/04/2024;Le client a change d'avis
O008757;P00250;4;Lyon;10/03/2024;Mauvais article
O011795;P00214;7;Lyon;15/06/2024;Endommage
O036158;P00785;4;Lyon;22/08/2024;Endommage
O009196;P00014;7;Marseille;15/07/2024;Le client a change d'avis
O005979;P00103;7;Paris;04/10/2024;Pas comme decrit
O010149;P00547;5;Paris;21/01/2024;Le client a change d'avis
O002045;P00407;1;Marseille;18/07/2024;Mauvais article
O017779;P00526;8;Paris;21/07/2024;Mauvais article
O047560;P00750;4;Paris;27/05/2024;Endommage
O023819;P00313;8;Lyon;14/06/2024;Pas comme decrit
O029846;P00007;1;Lyon;14/05/2024;Endommage
O039875;P00778;2;Lyon;03/12/2024;Le client a change d'avis
O006687;P00345;2;Lyon;24/09/2024;Pas comme decrit
O012031;P00488;1;Paris;01/10/2024;Endommage
O041626;P00788;3;Paris;28/07/2024;Mauvais article
O009447;P00739;1;Lyon;29/03/2024;Mauvais article
O008400;P00759;1;Lyon;02/08/2024;Endommage
O032272;P00352;3;Lyon;28/08/2024;Endommage
O006444;P00582;4;Paris;29/12/2024;Mauvais article
O033646;P00660;8;Marseille;18/04/2024;Le client a change d'avis
O040515;P00800;1;Marseille;15/01/2024;Le client a change d'avis
O039866;P00281;3;Marseille;12/11/2024;Mauvais article
O007968;P00821;5;Marseille;30/01/2025;Le client a change d'avis
O003359;P00935;5;Paris;04/09/2024;Endommage
O000406;P00507;4;Lyon;16/06/2024;Le client a change d'avis
O036840;P00463;4;Lyon;09/12/2024;Le client a change d'avis
O032522;P00682;9;Paris;05/12/2024;Mauvais article
O027286;P00768;7;Lyon;03/11/2024;Pas comme decrit
O004898;P00365;5;Marseille;10/10/2024;Endommage
O045922;P00357;1;Lyon;28/11/2024;Endommage
O038226;P00762;2;Marseille;22/04/2024;Pas comme decrit
O044007;P00961;2;Lyon;18/11/2024;Le client a change d'avis
O020249;P00279;7;Paris;08/03/2024;Mauvais article
O039290;P00952;6;Lyon;17/03/2024;Pas comme decrit
O006563;P00835;1;Lyon;19/03/2024;Pas comme decrit
O027661;P00264;3;Paris;10/11/2024;Pas comme decrit
O028754;P00397;5;Lyon;30/05/2024;Pas comme decrit
O003031;P00814;6;Marseille;19/04/2024;Pas comme decrit
O037631;P00941;2;Lyon;16/09/2024;Mauvais article
O048443;P00490;5;Marseille;27/06/2024;Pas comme decrit
O037776;P00740;3;Paris;14/08/2024;Pas comme decrit
O001343;P00678;8;Paris;22/12/2024;Mauvais article
